"insee","id_sdis","id_gestion","ref_terr","type_pei","diam_pei","diam_cana","date_mes","situation","press_stat","press_dyn","debit","date_ct","deci","prec","x","y","lon","lat"
"74176","69340","GRAND ANNECY","MSB15","PI","100",NULL,NULL,"CHEMIN DE L ARETE","4.3","1.3","30","2023-07-26","OUI","01","948153.88","6534438.03","6.19941","45.86435"
"74176","74181","GRAND ANNECY","MSB16","PI","100",NULL,NULL,"CHEMIN DE L ARETE","5.6","1","30","2023-07-26","OUI","01","948009.43","6534450.67","6.19755","45.86452"
"74176","69339","GRAND ANNECY","MSB17","PI","100",NULL,NULL,"CHEMIN DE L ARETE","7","4.6","30","2023-07-26","OUI","01","947773.98","6534544.04","6.19457","45.86544"
"74176","69338","GRAND ANNECY","MSB18","PI","100","100",NULL,"CHEMIN DE L ARETE","7.3","5.3","60","2023-07-26","OUI","01","947544.51","6534637.87","6.19166","45.86637"
"74176","69341","GRAND ANNECY","MSB19","PI","100","80",NULL,"CHEMIN DU BIOLLON","5.8","2","30","2023-07-26","OUI","01","948150.62","6534312.75","6.19930","45.86322"
"74176","75948","GRAND ANNECY","MSB20","PI","100",NULL,NULL,"ROUTE DU CLOS DON JEAN","6.5","0.6","30","2023-07-26","OUI","01","947973.95","6534252.34","6.19699","45.86275"
"74176","75949","GRAND ANNECY","MSB21","PI","65",NULL,NULL,"ROUTE DU CLOS DON JEAN","3.3","1","13","2023-07-26","OUI","01","947826.92","6534186.60","6.19506","45.86221"
"74176","67585","GRAND ANNECY","MSB22","PI","100",NULL,NULL,"ROUTE DU CLOS DON JEAN","4.1","1","48","2023-07-27","OUI","01","947721.42","6534230.43","6.19373","45.86264"
"74176","69337","GRAND ANNECY","MSB23","PI","100","100",NULL,"CHEMIN DES PLANTEES","10","7.7","60","2023-07-26","OUI","01","947430.14","6534599.37","6.19017","45.86607"
"74176","67586","GRAND ANNECY","MSB24","PI","100","100",NULL,"CHEMIN DES PLANTEES","5","2.5","60","2023-07-26","OUI","01","947489.72","6534438.30","6.19085","45.86460"
"74176","69347","GRAND ANNECY","MSB25","PI","100",NULL,NULL,"CHEMIN DE BEAUREGARD","3.8","1","49","2023-07-26","OUI","01","947667.22","6534422.18","6.19313","45.86439"
"74176","68422","GRAND ANNECY","MSB26","PI","100","100",NULL,"ROUTE DES MOULINS","3.4","1","56","2023-07-26","OUI","01","947980.11","6534021.24","6.19695","45.86066"
"74176","68964","GRAND ANNECY","MSB27","PI","100","100",NULL,"PLACE DES CHOSEAUX","8.3","7.2","60","2022-04-20","OUI","01","948015.39","6533724.85","6.19725","45.85798"
"74176","69350","GRAND ANNECY","MSB28","PI","100","100","2022-02-07","RUE SAINT BERNARD","4","1.2","60","2023-07-26","OUI","01","947973.50","6533790.77","6.19674","45.85859"
"74176","69351","GRAND ANNECY","MSB29","PI","100","100","2007-01-01","RUE SAINT BERNARD","3.8","1","62","2023-07-26","OUI","01","947918.29","6533887.79","6.19608","45.85949"
"74176","69353","GRAND ANNECY","MSB31","PI","100","100",NULL,"RUE SAINT BERNARD","3.9","1.8","60","2023-07-26","OUI","01","947838.12","6533996.70","6.19511","45.86050"
"74176",NULL,"GRAND ANNECY","MSB32","PI","100","100","2021-10-01","RUE SAINT BERNARD","6.9","2.5","60","2022-04-20","OUI","01","947609.52","6534078.76","6.19221","45.86132"
"74176","82511","GRAND ANNECY","MSB33","PI","100","100",NULL,"ROUTE D ANNECY","6.8","3.2","60","2022-04-15","OUI","01","947471.55","6534274.90","6.19053","45.86313"
"74176","75598","GRAND ANNECY","MSB34","PI","100","100",NULL,"ROUTE D ANNECY","7.1","3.2","60","2022-04-15","OUI","01","947399.94","6534370.91","6.18966","45.86402"
"74176","76805","GRAND ANNECY","MSB35","PI","100","100",NULL,"ROUTE D ANNECY","6.3","2.6","60","2022-04-15","OUI","01","947277.27","6534527.66","6.18816","45.86548"
"74176","68960","GRAND ANNECY","MSB36","PI","100","100","2015-01-23","ROUTE DE TALLOIRES","6.6","3.9","60","2022-04-19","OUI","01","948102.63","6533438.13","6.19822","45.85537"
"74176","68961","GRAND ANNECY","MSB37","PI","100","100","2016-12-09","CHEMIN DES TRAPPES","6.2","4.4","60","2022-04-19","OUI","01","948189.57","6533639.15","6.19945","45.85715"
"74176","75603","GRAND ANNECY","MSB38","PI","100","100",NULL,"CHEMIN DU MONT BARET","5.2","2.6","60","2022-04-15","OUI","05","948334.55","6533605.68","6.20130","45.85680"
"74176","68962","GRAND ANNECY","MSB39","PI","100","100",NULL,"CHEMIN DU CRET MARTIN","8.6","7.1","60","2022-04-21","OUI","01","947932.42","6533624.45","6.19613","45.85711"
"74176","68959","GRAND ANNECY","MSB40","PI","100","100","2011-06-01","CHEMIN DU CRET MARTIN","7.4","5.1","60","2022-04-21","OUI","01","947955.47","6533394.46","6.19631","45.85503"
"74176","75604","GRAND ANNECY","MSB41","PI","100","100","2011-06-01","CHEMIN DE LA SAVAUX","7.9","5.4","60","2022-04-21","OUI","01","947993.57","6533416.87","6.19681","45.85522"
"74176","68958","GRAND ANNECY","MSB42","PI","100","100",NULL,"CHEMIN DU ROC DE CHERE","8","2.6","60","2022-04-21","OUI","01","947689.96","6533439.78","6.19291","45.85554"
"74176","75601","GRAND ANNECY","MSB43","PI","100","100",NULL,"CHEMIN DU ROC DE CHERE","6.6","1","49","2022-04-21","OUI","01","947505.64","6533266.05","6.19045","45.85404"
"74176","69334","GRAND ANNECY","MSB44","PI","100","100",NULL,"ROUTE DES BAINS","8.3","5.5","60","2022-04-12","OUI","01","947733.86","6533607.42","6.19356","45.85703"
"74176","69335","GRAND ANNECY","MSB45","PI","100","100",NULL,"ROUTE DES BAINS","8.6","2.7","60","2022-04-12","OUI","01","947463.72","6533446.69","6.19000","45.85568"
"74176","69344","GRAND ANNECY","MSB46","PI","65","63","2021-05-06","PROMENADE DU VIEUX PORT","4.4","2","60","2023-07-27","OUI","01","947862.15","6533800.10","6.19532","45.85872"
"74176","69349","GRAND ANNECY","MSB47","PI","100","100","2007-01-01","ROUTE DU VIEUX PORT","6.8","2.2","60","2022-04-12","OUI","01","947767.52","6533796.11","6.19410","45.85872"
"74176","69345","GRAND ANNECY","MSB48","PI","100","100",NULL,"ALLEE DU BOUVERAT","8.1","2.6","60","2022-04-12","OUI","01","947581.41","6533638.62","6.19162","45.85737"
"74176","69346","GRAND ANNECY","MSB49","PI","100","60",NULL,"ROUTE DU VIEUX PORT","8.3","2.5","60","2022-04-12","OUI","01","947496.67","6533696.05","6.19056","45.85791"
"74176","69258","GRAND ANNECY","MSB50","PI","100",NULL,NULL,"ROUTE DU VIEUX PORT","9","2.7","60","2022-04-12","OUI","01","947330.89","6533545.96","6.18834","45.85662"
"74176","75599","GRAND ANNECY","MSB51","PI","100","125","2022-12-09","ROUTE DU PORT","6.3","3.9","60","2023-07-26","OUI","01","947343.99","6533937.24","6.18871","45.86014"
"74176","69259","GRAND ANNECY","MSB52","PI","100","125","2022-12-09","ROUTE DU PORT","7.1","5.4","60","2023-07-26","OUI","01","947175.57","6533846.56","6.18650","45.85939"
"74176","69260","GRAND ANNECY","MSB53","PI","100","100",NULL,"ALLEE DES TENNIS","7.3","3.5","60","2022-04-14","OUI","01","947344.48","6534100.69","6.18881","45.86161"
"74176","69256","GRAND ANNECY","MSB54","PI","100","100",NULL,"ALLEE DU LAC","8.7","4.6","60","2022-04-14","OUI","01","947101.77","6534117.50","6.18569","45.86185"
"74176","69255","GRAND ANNECY","MSB55","PI","100","80",NULL,"PROMENADE PHILIBERT D ORLYE","8.8","2.2","60","2022-04-14","OUI","01","947148.43","6534381.46","6.18643","45.86421"
"74176","75945","GRAND ANNECY","MSB56","PI","100","100",NULL,"ROUTE DES PENOZ","8.7","3.6","60","2023-07-27","OUI","01","949052.57","6535447.12","6.21151","45.87310"
"74176","82625","GRAND ANNECY","MSB57","PI","100","100","1985-01-01","ROUTE DE THONES","8.8","4.4","60","2022-04-21","OUI","01","948802.72","6535135.35","6.20813","45.87039"
"74176","69254","GRAND ANNECY","MSB58","PI","100",NULL,NULL,"ROUTE DE THONES","11.1","4.2","60","2022-04-21","OUI","01","948418.58","6534790.11","6.20300","45.86742"
"74176","82626","GRAND ANNECY","MSB59","PI","65",NULL,"1953-01-01","ROUTE DE BARBANCHON","9.5","1","31","2022-04-21","OUI","01","949075.32","6535989.50","6.21209","45.87797"
"74176","75946","GRAND ANNECY","MSB60","PI","65","60","1975-01-01","ROUTE DES PENOZ","7.6","1","29","2022-04-21","OUI","01","948943.64","6535477.19","6.21012","45.87341"
"74176","75947","GRAND ANNECY","MSB61","PI","65",NULL,NULL,"ROUTE DES PENOZ","2.6","1","14","2022-04-21","OUI","01","948668.53","6535470.78","6.20657","45.87346"
"74176","69253","GRAND ANNECY","MSB62","PI","100","100","1987-10-22","ROUTE DU COL DE BLUFFY","16.2","11.5","60","2022-04-14","OUI","01","948715.18","6534712.77","6.20678","45.86662"
"74176","69257","GRAND ANNECY","MSB64","PI","100","80",NULL,"PROMENADE PHILIBERT D ORLYE","8.5","4","60","2022-04-14","OUI","01","947073.12","6533879.10","6.18520","45.85972"
"74176","76806","GRAND ANNECY","MSB65","PI","100",NULL,NULL,"ROUTE DE LA PLAGE","6.5","3.9","60","2023-07-26","OUI","01","947291.89","6534271.57","6.18822","45.86317"
"74176","75600","GRAND ANNECY","MSB66","PI","100",NULL,NULL,"ROUTE DES BAINS","6.8","2.7","60","2023-07-27","OUI","01","947410.22","6533353.02","6.18926","45.85486"
"74176","6281803","GRAND ANNECY","MSB67","PI","100",NULL,NULL,"CHEMIN DES TRAPPES","4.8","2.4","60","2022-04-15","OUI","01","948255.19","6533531.84","6.20024","45.85616"
"74176","75874","GRAND ANNECY","MSB68","PI","100","60",NULL,"ROUTE DE RAMPONNET","6.6","1","42","2022-04-14","OUI","01","948192.36","6533906.33","6.19962","45.85955"
"74176","82298","GRAND ANNECY","MSB69","PI","100",NULL,NULL,"CHEMIN DES GUERRES","5","1","57","2023-07-26","OUI","01","947315.07","6534406.43","6.18859","45.86437"
"74176","74180","GRAND ANNECY","MSB70","PI","100","100",NULL,"ROUTE DU COL DE BLUFFY","5.6","3.6","60","2022-04-14","OUI","01","948267.05","6534488.91","6.20089","45.86477"
"74176","6281801","GRAND ANNECY","MSB71","PI","100","100",NULL,"RUE SAINT BERNARD","3.8","1","43","2023-07-27","OUI","01","947987.76","6533870.48","6.19697","45.85931"
"74176","6281800","GRAND ANNECY","MSB72","PI","100","100","2007-01-01","ALLEE HIPPOLYTE TAINE","5.6","1.4","60","2022-04-20","OUI","01","947802.44","6533858.03","6.19458","45.85926"
"74186","80188","GRAND ANNECY","CH42","PI",NULL,"125","2014-10-15","ROUTE DE CHAVANOD","4.4","2.2","60","2017-08-28","OUI","01","935977.80","6534241.09","6.04248","45.86691"
"74186","66512","GRAND ANNECY","ML01","PI","100","100",NULL,"CHEMIN DES LANCHES","5","3","60","2020-06-08","OUI","01","935631.25","6533566.59","6.03768","45.86096"
"74186","66513","GRAND ANNECY","ML02","PI","100","100","1992-01-01","CHEMIN DES LANCHES","5","4","60","2020-06-08","OUI","01","935816.44","6533627.40","6.04010","45.86145"
"74186","81734","GRAND ANNECY","ML03","PI","100",NULL,"1970-01-01","ROUTE DU CRET","5","1","60","2020-06-08","OUI","01","935598.96","6533913.00","6.03744","45.86409"
"74186","74161","GRAND ANNECY","ML04","PI","100",NULL,"2000-01-01","ROUTE DU CRET","5","1","60","2020-06-08","OUI","01","935568.04","6534074.34","6.03712","45.86555"
"74186","80851","GRAND ANNECY","ML05","PI","100","100",NULL,"ROUTE DU CRET","6","5","60","2020-06-08","OUI","01","935939.02","6533583.93","6.04166","45.86101"
"74186","79321","GRAND ANNECY","ML06","PI","100",NULL,NULL,"ROUTE DE CHAPEIRY","7","6","60","2020-06-08","OUI","01","936044.79","6533556.26","6.04301","45.86073"
"74186","65787","GRAND ANNECY","ML07","PI","100","100","2004-07-22","ROUTE DE CHAPEIRY","6","4","60","2020-06-08","OUI","01","935880.97","6533394.47","6.04082","45.85933"
"74186","66069","GRAND ANNECY","ML08","PI","100","125",NULL,"ROUTE DE LETRAZ","7","4","60","2020-06-08","OUI","01","936034.85","6533793.64","6.04300","45.86287"
"74186","83036","GRAND ANNECY","ML09","PI","100","100","2000-01-01","N°170 DITE ROUTE DE CHAVANOD (CHEMIN DEPARTEMENTAL)","8","5","60","2020-06-09","OUI","01","936183.59","6533748.11","6.04489","45.86240"
"74186","76821","GRAND ANNECY","ML09BIS","PI","100","100","2005-01-01","ROUTE DE CHAVANOD","9","4","60","2020-06-09","OUI","01","936170.00","6533921.98","6.04480","45.86397"
"74186","6281494","GRAND ANNECY","ML09TER","PI","100","110","2018-03-26","ROUTE DE CHAVANOD","8","4","60","2020-06-11","OUI","01","936224.31","6533791.52","6.04543","45.86278"
"74186","66068","GRAND ANNECY","ML10","PI","100","110",NULL,"ROUTE D ANNECY","7","5","60","2020-06-09","OUI","01","936144.21","6533557.25","6.04429","45.86070"
"74186","67482","GRAND ANNECY","ML11","PI","100","100","2005-12-01","PASSAGE DES ECOLIERS","7","5","60","2020-06-09","OUI","01","936247.63","6533651.30","6.04567","45.86151"
"74186","66067","GRAND ANNECY","ML12","PI","100","100","1995-01-01","N°6 DE CHAPEIRY A LA VC N°4 (VOIE COMMUNALE)","3","2","60","2020-06-09","OUI","01","936092.35","6533305.84","6.04349","45.85846"
"74186","75511","GRAND ANNECY","ML13","PI","100",NULL,NULL,"ALLEE DES FRENES","3","1","60","2020-06-09","OUI","01","936044.15","6533252.44","6.04285","45.85799"
"74186","75510","GRAND ANNECY","ML14","PI","100","100","1998-01-01","ALLEE DU CHENE","4","1","60","2020-06-09","OUI","01","936159.15","6533277.02","6.04434","45.85817"
"74186","66066","GRAND ANNECY","ML15","PI","80","100",NULL,"ROUTE DES GODES","5","1","56","2020-06-09","OUI","01","936251.13","6532945.69","6.04536","45.85516"
"74186","66012","GRAND ANNECY","ML16","PI","65","70",NULL,"ROUTE DES GODES","6","1","27","2020-06-09","OUI","01","936319.63","6532747.76","6.04614","45.85336"
"74186","67483","GRAND ANNECY","ML17","PI","100","60",NULL,"MAIRIE (CHEMIN DE LA)","10","6","60","2020-06-09","OUI","01","936460.55","6533564.74","6.04836","45.86066"
"74186","82961","GRAND ANNECY","ML18","PI","100","100","1985-01-01","CHEMIN DE LA COMBAZ","5","1","54","2020-06-09","OUI","01","936645.71","6533711.05","6.05082","45.86191"
"74186","66450","GRAND ANNECY","ML19","PI","100","100",NULL,"ROUTE DE LA VIDOME","6","1","60","2020-06-10","OUI","01","936750.96","6533639.05","6.05214","45.86123"
"74186","66452","GRAND ANNECY","ML20","PI","100","100",NULL,"ROUTE D ANNECY","6","1","54","2020-06-10","OUI","01","936730.80","6533580.24","6.05185","45.86070"
"74186","66457","GRAND ANNECY","ML21","PI","100","100",NULL,"N°5 DU CHEF LIEU AUX CONFINS (VOIE COMMUNALE)","10","1","57","2020-06-10","OUI","01","937187.37","6534014.46","6.05795","45.86445"
"74186","81726","GRAND ANNECY","ML22","PI","100","100",NULL,"CHEMIN DE PERRIERE","6","1","54","2020-06-10","OUI","01","936793.88","6533461.98","6.05261","45.85962"
"74186","82108","GRAND ANNECY","ML22BIS","PI","100","100",NULL,"IMPASSE DE LA LIONNAZ","7","1","55","2020-06-10","OUI","01","936950.66","6533467.33","6.05463","45.85961"
"74186","75780","GRAND ANNECY","ML23","PI","100","100",NULL,"N°7 DITE CHEMIN DE LA CROIX (VOIE COMMUNALE)","6","1","51","2020-06-10","OUI","01","936804.16","6533536.41","6.05278","45.86028"
"74186","79811","GRAND ANNECY","ML23BIS","PI","100","100","2007-11-01","CHEMIN DES PRES RONDS","7","1","60","2020-06-10","OUI","01","936899.51","6533561.31","6.05402","45.86047"
"74186","88767","GRAND ANNECY","ML23TER","PI","100","100","2003-01-01","CHEMIN DES PRES RONDS","7","1","58","2020-06-11","OUI","05","936892.22","6533684.58","6.05398","45.86159"
"74186","66453","GRAND ANNECY","ML24","PI","100","100","1983-01-01","ROUTE DES VIGNES","6","1","50","2020-06-11","OUI","01","936872.17","6533270.07","6.05352","45.85786"
"74186","66454","GRAND ANNECY","ML25","PI","100","100","2012-05-04","ROUTE DES BOIS","6","1","43","2020-06-11","OUI","01","937290.72","6533166.23","6.05886","45.85678"
"74186","66455","GRAND ANNECY","ML26","PI","65","100",NULL,"ROUTE D AIX LES BAINS","6","1","23","2020-06-11","OUI","01","937526.74","6532687.66","6.06166","45.85239"
"74186","75781","GRAND ANNECY","ML28","PI","100","100","2012-05-04","ROUTE DES BOIS","6","1","40","2020-06-11","OUI","10","937397.89","6533263.56","6.06029","45.85762"
"74186","66451","GRAND ANNECY","ML29","PI","100","100","2004-07-27","ROUTE DE LA VIDOME","6","1","54","2020-06-11","OUI","01","936662.68","6533917.57","6.05114","45.86376"
"74186","67420","GRAND ANNECY","ML30","PI","100","100",NULL,"IMPASSE DES COTES","7","5","60","2020-06-11","OUI","01","936294.68","6533770.06","6.04633","45.86256"
"74194","66551","GRAND ANNECY","MU01","PI","100","60","2018-01-01","CHEMIN CHEZ FAUGRE","8.5","1","20","2023-05-23","OUI","05","934911.23","6528220.04","6.02577","45.81310"
"74194","66554","GRAND ANNECY","MU05","PI","100","125","2018-01-01","CHEMIN DU GRAND CREUX","5.8","1.3","60","2023-05-23","OUI","01","935260.70","6527904.25","6.03011","45.81014"
"74194","79040","GRAND ANNECY","MU07","PI","100","125","2023-01-01","CHEMIN DES GRUYERES","5.6","1.7","60","2023-05-23","OUI","01","935344.66","6527418.79","6.03095","45.80574"
"74194","66555","GRAND ANNECY","MU08","PI","100","125","2023-01-01","CHEMIN DES GRUYERES","5.5","1.8","60","2023-05-23","OUI","01","935364.10","6527281.43","6.03114","45.80450"
"74194","66556","GRAND ANNECY","MU09","PI","100","100",NULL," ","5.5","2.3","60","2023-05-24","OUI","01","935551.82","6527280.85","6.03355","45.80443"
"74194","66558","GRAND ANNECY","MU11","PI","65","60",NULL," ","5.7","1","22","2023-05-24","OUI","05","936026.70","6528601.28","6.04031","45.81615"
"74194","65593","GRAND ANNECY","MU12","PI","100","100",NULL," ","5.55","1","29","2023-05-24","OUI","05","936082.41","6528982.85","6.04122","45.81956"
"74194","82882","GRAND ANNECY","MU13","PI","100","80",NULL," ","6","1","31","2023-05-24","OUI","05","936030.44","6528863.04","6.04049","45.81850"
"74194","6281455","GRAND ANNECY","MU15","PI","100","60",NULL," ","7","1","26","2023-05-24","OUI","05","935991.75","6528728.13","6.03993","45.81730"
"74194","82884","GRAND ANNECY","MU17","PI","65","80",NULL," ","6.2","1","36","2023-05-24","OUI","05","936557.13","6528718.38","6.04720","45.81702"
"74194","6281456","GRAND ANNECY","MU17BIS","PI","100","100",NULL," ","6.8","1","37","2023-05-24","OUI","05","936447.18","6528755.82","6.04580","45.81739"
"74194","80324","GRAND ANNECY","MU19","PI","100","80",NULL," ","5.7","1","38","2023-05-24","OUI","05","936628.19","6528625.68","6.04807","45.81616"
"74194","65654","GRAND ANNECY","MU20","PI","100","70",NULL," ","8.2","1","34","2023-05-24","OUI","05","935931.16","6528019.68","6.03880","45.81095"
"74194","79098","GRAND ANNECY","MU21","PI","100","90",NULL," ","5.6","1","36","2023-05-24","OUI","05","936228.39","6527986.21","6.04260","45.81054"
"74194","65655","GRAND ANNECY","MU22","PI","100","125","2018-02-21","CHEMIN CHEZ GUEDIN","6.3","1","47","2023-05-24","OUI","01","936568.78","6528009.99","6.04700","45.81064"
"74194","6281460","GRAND ANNECY","MU23","PI","100","100",NULL,"ROUTE DES RIPPES","8.6","1.4","6","2023-05-24","OUI","05","936140.83","6527379.73","6.04118","45.80511"
"74194","66058","GRAND ANNECY","MU24","PI","100","100",NULL,"CHEMIN DE CHAMP LENOT","6.2","1","49","2023-05-24","OUI","01","936395.62","6527600.76","6.04457","45.80702"
"74194","66059","GRAND ANNECY","MU25","PI","100","100",NULL," ","6.2","1","43","2023-05-24","OUI","01","936394.44","6527396.72","6.04445","45.80518"
"74194","66061","GRAND ANNECY","MU26","PI","100","100",NULL," ","6.8","1","45","2023-05-24","OUI","05","936998.72","6527115.73","6.05208","45.80244"
"74194","66060","GRAND ANNECY","MU27","PI","65","80",NULL," ","9.1","1","42","2023-05-24","OUI","05","936885.26","6526946.34","6.05054","45.80096"
"74194","80938","GRAND ANNECY","MU29","PI","100","60",NULL,"ROUTE DE CHESSY","4.8","1","20","2023-05-24","OUI","05","935870.69","6527623.36","6.03782","45.80740"
"74194","79099","GRAND ANNECY","MU30","PI","100","125",NULL,"ROUTE DE CHESSY","4.5","1","27","2023-05-24","OUI","05","935956.40","6527639.29","6.03893","45.80751"
"74194","81600","GRAND ANNECY","MU31","PI","100","100","2009-02-26"," ","3.8","3.3","60","2023-05-24","OUI","05","935952.72","6527489.93","6.03881","45.80617"
"74194","66136","GRAND ANNECY","MU32","PI","65","80",NULL," ","3.2","1.3","60","2023-05-24","OUI","05","935947.84","6527375.56","6.03869","45.80514"
"74194","66135","GRAND ANNECY","MU33","PI","100","100","2022-07-06"," ","3.6","2.8","60","2023-05-24","OUI","01","935822.79","6527357.10","6.03707","45.80502"
"74194","77745","GRAND ANNECY","MU35","PI","100","90",NULL," ","6.9","1","40","2023-05-24","OUI","01","935890.32","6527006.47","6.03777","45.80184"
"74194","66283","GRAND ANNECY","MU36","PI","100","90",NULL," ","6.8","1","45","2023-05-24","OUI","01","935911.04","6526826.50","6.03795","45.80022"
"74194","81661","GRAND ANNECY","MU37","PI","65","90",NULL," ","3.6","1","31","2023-05-24","OUI","05","935957.15","6526488.63","6.03837","45.79716"
"74194","66284","GRAND ANNECY","MU38","PI","100","100","2018-04-11","ROUTE DE LA VEISE","5.2","1","36","2023-05-24","OUI","01","935952.54","6526279.30","6.03821","45.79528"
"74194","66287","GRAND ANNECY","MU39","PI","65","60",NULL," ","7.4","1","21","2023-05-24","OUI","05","936051.77","6526021.40","6.03936","45.79292"
"74194","66285","GRAND ANNECY","MU41","PI","65","60",NULL," ","5.9","1","23","2023-05-24","OUI","05","936180.32","6526169.02","6.04109","45.79421"
"74194","66288","GRAND ANNECY","MU42","PI","65","60",NULL," ","6.05","1","29","2023-05-23","OUI","05","935818.50","6526328.65","6.03651","45.79577"
"74194","6281493","GRAND ANNECY","MU43","PI","65","60",NULL,"ROUTE D ALBY","6.9","1","30","2023-05-23","OUI","01","935758.91","6526500.33","6.03583","45.79733"
"74194","66290","GRAND ANNECY","MU44","PI","65","60",NULL," ","9","1","20","2023-05-23","OUI","05","935589.30","6526511.21","6.03365","45.79749"
"74194","81662","GRAND ANNECY","MU47","PI","100","125","2019-11-01","PLACE DE LA ROQUETTE","5.5","1","45","2023-05-23","OUI","01","935309.51","6526826.04","6.03021","45.80042"
"74194","6282143","GRAND ANNECY","MU49","PI","100","125","2019-11-01","ROUTE DES BALMETTES","5.3","1","46","2023-05-23","OUI","01","935375.57","6526893.21","6.03109","45.80100"
"74194","66294","GRAND ANNECY","MU50","PI","65","60",NULL,"CHEMIN DE COMBARE","5.45","1","37","2023-05-23","OUI","01","935403.34","6527051.63","6.03153","45.80242"
"74194","66295","GRAND ANNECY","MU51","PI","100","100",NULL,"ROUTE DES BALMETTES","5.3","1","47","2023-05-23","OUI","01","935474.00","6527002.10","6.03241","45.80195"
"74194","66297","GRAND ANNECY","MU53","PI","65","100",NULL," ","5.45","1.1","60","2023-05-23","OUI","01","935483.61","6527250.45","6.03266","45.80418"
"74198","80049","GRAND ANNECY","NP01","PI","100","100",NULL," ","8","3","60","2023-06-06","OUI","05","946224.53","6542136.61","6.17855","45.93432"
"74198","63235","GRAND ANNECY","NP02","PI","100","100",NULL,"ROUTE DU FIER","5","1","60","2023-06-06","OUI","01","946774.29","6541470.34","6.18529","45.92813"
"74198","63236","GRAND ANNECY","NP03","PI","100","100",NULL," ","5","1","60","2023-06-01","OUI","05","946797.88","6541990.28","6.18587","45.93280"
"74198","63237","GRAND ANNECY","NP04","PI","100","100",NULL," ","4","1","60","2023-06-01","OUI","05","946915.42","6541780.79","6.18727","45.93087"
"74198","63238","GRAND ANNECY","NP05","PI","100","100",NULL," ","5","1","60","2023-06-01","OUI","05","946918.43","6542000.15","6.18743","45.93284"
"74198","80769","GRAND ANNECY","NP06","PI","100","100",NULL,"ROUTE DES CREUSES","5.1","1","60","2023-06-01","OUI","01","947046.99","6541983.28","6.18908","45.93264"
"74198","63239","GRAND ANNECY","NP07","PI","100","100",NULL," ","6.7","1","60","2023-06-01","OUI","05","947069.54","6542118.52","6.18944","45.93385"
"74198","80050","GRAND ANNECY","NP08","PI","100","100",NULL," ","8","1","60","2023-06-01","OUI","05","947147.62","6542064.67","6.19042","45.93334"
"74198","63240","GRAND ANNECY","NP09","PI","100","100",NULL," ","8","1","60","2023-06-01","OUI","05","947294.59","6541928.70","6.19224","45.93206"
"74198","63241","GRAND ANNECY","NP10","PI","100","100",NULL," ","8.8","1","60","2023-06-01","OUI","05","947424.36","6541804.81","6.19385","45.93090"
"74198","63242","GRAND ANNECY","NP11","PI","100","100",NULL," ","6","1","35","2023-06-02","OUI","05","946933.69","6542273.57","6.18777","45.93530"
"74198","63243","GRAND ANNECY","NP12","PI","100","125",NULL," ","7.8","1","60","2023-06-02","OUI","01","947117.82","6542182.41","6.19009","45.93441"
"74198","78702","GRAND ANNECY","NP13","PI","100","100",NULL," ","6.5","1","60","2023-06-01","OUI","05","947222.69","6542078.62","6.19139","45.93344"
"74198","80051","GRAND ANNECY","NP14","PI","100","100",NULL," ","9","1","60","2023-05-24","OUI","05","947401.11","6542043.61","6.19367","45.93306"
"74198","64030","GRAND ANNECY","NP15","PI","100","100",NULL,"RUE DE LA FRUITIERE","7","1","60","2023-06-01","OUI","01","947426.61","6542179.90","6.19407","45.93427"
"74198","64031","GRAND ANNECY","NP16","PI","100","100",NULL," ","6.4","5.4","60","2023-06-01","OUI","05","947739.52","6542175.78","6.19811","45.93412"
"74198","63066","GRAND ANNECY","NP17","PI","100",NULL,NULL," ","7.8","6.8","60","2023-06-01","OUI","05","947600.85","6542315.31","6.19639","45.93543"
"74198","63067","GRAND ANNECY","NP18","PI","100","100",NULL," ","8","1.8","60","2023-05-24","OUI","05","947423.01","6542618.15","6.19426","45.93822"
"74198","63068","GRAND ANNECY","NP19","PI","100","100",NULL," ","6","1.2","60","2023-05-24","OUI","05","947533.53","6542777.67","6.19577","45.93961"
"74198","63682","GRAND ANNECY","NP20","PI","100","125",NULL," ","9","2","60","2023-05-24","OUI","05","947255.22","6542347.73","6.19195","45.93585"
"74198","63752","GRAND ANNECY","NP21","PI","100","100",NULL," ","6","2","60","2023-06-07","OUI","05","946744.35","6541824.25","6.18509","45.93132"
"74198","75681","GRAND ANNECY","NP22","PI","100","60",NULL," ","5.8","3.5","30","2023-06-01","OUI","05","947540.76","6542123.55","6.19552","45.93373"
"74198","78244","GRAND ANNECY","NP23","PI","100","100",NULL," ","4","1","60","2023-06-07","OUI","05","946868.70","6541883.87","6.18673","45.93181"
"74198","79967","GRAND ANNECY","NP24","PI","100","100",NULL," ","8","1","60","2023-06-07","OUI","05","946999.25","6542186.24","6.18857","45.93449"
"74198","113361","GRAND ANNECY","NP25","PI","100","100",NULL,"ROUTE DU FIER","8","1","60","2023-06-02","OUI","05","946863.72","6542169.16","6.18681","45.93438"
"74198","125237","GRAND ANNECY","NP26","PI","100","100","2016-04-01","ROUTE DU FIER","6","1","60","2023-06-07","OUI","01","946836.95","6541359.01","6.18604","45.92710"
"74212",NULL,"GRAND ANNECY","GL04","PI","100","100",NULL," ","95","4","60","2020-10-20","OUI","05","959247.07","6547307.65","6.34929","45.97600"
